Trans Date,Remarks,Debit,Credit,Balance
4-Nov-2021,WALGREENS,191.33,,120928.60
5-Nov-2021,UBER EATS,8.30,,120920.30
6-Nov-2021,WALMART SUPERCENTER,34.25,,120886.05
6-Nov-2021,NIKE STORE,89.79,,120796.26
7-Nov-2021,MCDONALD'S,24.17,,120772.09
7-Nov-2021,BEST BUY,14.94,,120757.15
7-Nov-2021,AMAZON.COM,226.72,,120530.43
8-Nov-2021,COMCAST CABLE,59.21,,120471.22
8-Nov-2021,FRESH MARKET,30.80,,120440.42
11-Nov-2021,BEST BUY,49.96,,120390.46
11-Nov-2021,ETSY.COM,46.77,,120343.69
12-Nov-2021,CITY WATER BILL,65.00,,120278.69
12-Nov-2021,PARKING GARAGE,8.53,,120270.16
14-Nov-2021,VERIZON WIRELESS,82.98,,120187.18
14-Nov-2021,UBER EATS,51.25,,120135.93
14-Nov-2021,CITY MEDICAL CLINIC,174.96,,119960.97
16-Nov-2021,TRADER JOE'S,47.70,,119913.27
16-Nov-2021,TRADER JOE'S,158.42,,119754.85
16-Nov-2021,APPLE.COM/BILL,120.07,,119634.78
18-Nov-2021,DOORDASH*RESTAURANT,59.58,,119575.20
19-Nov-2021,AMAZON.COM,156.56,,119418.64
20-Nov-2021,LYFT RIDE,67.69,,119350.95
21-Nov-2021,SHELL OIL,50.78,,119300.17
21-Nov-2021,STEAM GAMES,45.52,,119254.65
22-Nov-2021,COSTCO WHSE,103.61,,119151.04
22-Nov-2021,UBER EATS,22.42,,119128.62
23-Nov-2021,KROGER #1190,65.75,,119062.87
23-Nov-2021,CHEVRON,44.84,,119018.03
23-Nov-2021,BEST BUY,203.28,,118814.75
24-Nov-2021,STEAM GAMES,13.31,,118801.44
25-Nov-2021,UBER TRIP,16.27,,118785.17
27-Nov-2021,TICKETMASTER,15.11,,118770.06
28-Nov-2021,SUSHI HOUSE,34.87,,118735.19
28-Nov-2021,CHIPOTLE ONLINE,64.29,,118670.90
29-Nov-2021,SHELL OIL,68.43,,118602.47
29-Nov-2021,EZ PASS TOLL,62.26,,118540.21
30-Nov-2021,ALDI 729,74.14,,118466.07
1-Dec-2021,PIZZA HUT,59.10,,118406.97
1-Dec-2021,LYFT RIDE,54.83,,118352.14
1-Dec-2021,AMAZON.COM,45.95,,118306.19
1-Dec-2021,PLANET FITNESS,183.89,,118122.30
2-Dec-2021,UBER EATS,15.04,,118107.26
2-Dec-2021,AMAZON MKTP,249.25,,117858.01
3-Dec-2021,ACH CREDIT EMPLOYER PAYROLL,,6392.78,124250.79
3-Dec-2021,BILL PAY RENT LANDLORD,1566.02,,122684.77
3-Dec-2021,UBER TRIP,35.71,,122649.06
5-Dec-2021,LYFT RIDE,37.24,,122611.82
10-Dec-2021,KROGER #1190,124.70,,122487.12
10-Dec-2021,EZ PASS TOLL,55.03,,122432.09
11-Dec-2021,ZELLE FROM CLIENT,,977.04,123409.13
11-Dec-2021,CITY WATER BILL,151.37,,123257.76
11-Dec-2021,FRESH MARKET,82.48,,123175.28
12-Dec-2021,STARBUCKS STORE,51.69,,123123.59
14-Dec-2021,PARKING GARAGE,66.83,,123056.76
15-Dec-2021,ACH CREDIT YEAR END BONUS,,1785.34,124842.10
15-Dec-2021,VERIZON WIRELESS,61.66,,124780.44
15-Dec-2021,TRADER JOE'S,79.77,,124700.67
15-Dec-2021,EZ PASS TOLL,65.37,,124635.30
17-Dec-2021,ELECTRIC COMPANY,55.05,,124580.25
19-Dec-2021,COSTCO WHSE,54.88,,124525.37
19-Dec-2021,CHEVRON,57.42,,124467.95
20-Dec-2021,FRESH MARKET,146.96,,124320.99
22-Dec-2021,METRO TRANSIT,30.96,,124290.03
25-Dec-2021,PIZZA HUT,69.03,,124221.00
26-Dec-2021,COSTCO WHSE,141.92,,124079.08
26-Dec-2021,NETFLIX.COM,12.51,,124066.57
27-Dec-2021,STARBUCKS STORE,79.46,,123987.11
27-Dec-2021,CVS/PHARMACY,126.78,,123860.33
28-Dec-2021,UBER EATS,39.03,,123821.30
28-Dec-2021,LYFT RIDE,56.36,,123764.94
28-Dec-2021,AMAZON.COM,185.32,,123579.62
29-Dec-2021,EZ PASS TOLL,43.83,,123535.79
29-Dec-2021,SPOTIFY USA,37.94,,123497.85
30-Dec-2021,ZELLE TO FRIEND,197.40,,123300.45
31-Dec-2021,PARKING GARAGE,16.81,,123283.64
1-Jan-2022,ACH CREDIT EMPLOYER PAYROLL,,6781.30,130064.94
1-Jan-2022,IKEA,122.42,,129942.52
2-Jan-2022,WHOLE FOODS #4821,34.08,,129908.44
2-Jan-2022,ALDI 729,103.04,,129805.40
2-Jan-2022,UBER TRIP,34.02,,129771.38
3-Jan-2022,BILL PAY RENT LANDLORD,1601.87,,128169.51
3-Jan-2022,STEAM GAMES,29.43,,128140.08
4-Jan-2022,LOCAL BISTRO,77.01,,128063.07
4-Jan-2022,CITY MEDICAL CLINIC,116.61,,127946.46
5-Jan-2022,NETFLIX.COM,38.94,,127907.52
6-Jan-2022,PIZZA HUT,65.05,,127842.47
7-Jan-2022,LYFT RIDE,71.87,,127770.60
7-Jan-2022,AMAZON MKTP,265.43,,127505.17
8-Jan-2022,VERIZON WIRELESS,142.45,,127362.72
8-Jan-2022,METRO TRANSIT,14.23,,127348.49
8-Jan-2022,DENTAL CARE,27.49,,127321.00
9-Jan-2022,MCDONALD'S,18.80,,127302.20
9-Jan-2022,TARGET.COM,74.39,,127227.81
10-Jan-2022,CHIPOTLE ONLINE,53.32,,127174.49
11-Jan-2022,METRO TRANSIT,27.82,,127146.67
13-Jan-2022,LYFT RIDE,49.31,,127097.36
14-Jan-2022,VERIZON WIRELESS,162.68,,126934.68
14-Jan-2022,STARBUCKS STORE,23.93,,126910.75
15-Jan-2022,VERIZON WIRELESS,146.52,,126764.23
15-Jan-2022,ALDI 729,23.66,,126740.57
15-Jan-2022,INSURANCE ANNUAL PREMIUM,1140.07,,125600.50
16-Jan-2022,VENMO CASHOUT,,764.57,126365.07
16-Jan-2022,METRO TRANSIT,32.49,,126332.58
17-Jan-2022,HOME DEPOT,18.58,,126314.00
19-Jan-2022,WHOLE FOODS #4821,30.12,,126283.88
19-Jan-2022,HOME DEPOT,240.11,,126043.77
20-Jan-2022,AMAZON MKTP,158.65,,125885.12
21-Jan-2022,METRO TRANSIT,69.77,,125815.35
22-Jan-2022,CHIPOTLE ONLINE,56.84,,125758.51
23-Jan-2022,DOORDASH*RESTAURANT,14.39,,125744.12
24-Jan-2022,LOCAL BISTRO,56.48,,125687.64
25-Jan-2022,COSTCO WHSE,112.50,,125575.14
25-Jan-2022,MCDONALD'S,12.13,,125563.01
27-Jan-2022,LOCAL BISTRO,22.90,,125540.11
27-Jan-2022,PARKING GARAGE,27.79,,125512.32
27-Jan-2022,STEAM GAMES,32.92,,125479.40
28-Jan-2022,COSTCO WHSE,96.31,,125383.09
28-Jan-2022,UBER TRIP,25.49,,125357.60
30-Jan-2022,WHOLE FOODS #4821,96.27,,125261.33
30-Jan-2022,SHELL OIL,24.30,,125237.03
30-Jan-2022,PARKING GARAGE,29.10,,125207.93
30-Jan-2022,CHEVRON,68.97,,125138.96
1-Feb-2022,WALMART SUPERCENTER,132.50,,125006.46
1-Feb-2022,LOCAL BISTRO,10.98,,124995.48
2-Feb-2022,UBER EATS,31.72,,124963.76
2-Feb-2022,SHELL OIL,10.77,,124952.99
2-Feb-2022,AMAZON.COM,183.08,,124769.91
3-Feb-2022,ACH CREDIT EMPLOYER PAYROLL,,6544.87,131314.78
3-Feb-2022,BILL PAY RENT LANDLORD,1603.15,,129711.63
3-Feb-2022,AMAZON MKTP,91.61,,129620.02
5-Feb-2022,CITY WATER BILL,53.37,,129566.65
5-Feb-2022,GAS UTILITY,159.56,,129407.09
5-Feb-2022,LOCAL BISTRO,19.13,,129387.96
6-Feb-2022,WHOLE FOODS #4821,156.40,,129231.56
7-Feb-2022,METRO TRANSIT,31.09,,129200.47
8-Feb-2022,WHOLE FOODS #4821,129.46,,129071.01
8-Feb-2022,UBER TRIP,68.37,,129002.64
8-Feb-2022,AMC THEATRES,55.86,,128946.78
10-Feb-2022,DISNEYPLUS,9.87,,128936.91
12-Feb-2022,KROGER #1190,77.36,,128859.55
13-Feb-2022,LYFT RIDE,7.72,,128851.83
14-Feb-2022,MCDONALD'S,20.66,,128831.17
14-Feb-2022,CVS/PHARMACY,160.11,,128671.06
14-Feb-2022,NETFLIX.COM,49.06,,128622.00
15-Feb-2022,PARKING GARAGE,8.76,,128613.24
15-Feb-2022,AMAZON.COM,167.24,,128446.00
16-Feb-2022,KROGER #1190,58.56,,128387.44
16-Feb-2022,TARGET.COM,129.98,,128257.46
17-Feb-2022,UBER TRIP,38.41,,128219.05
18-Feb-2022,METRO TRANSIT,45.88,,128173.17
18-Feb-2022,BEST BUY,217.22,,127955.95
19-Feb-2022,SHELL OIL,38.68,,127917.27
19-Feb-2022,AMAZON.COM,147.71,,127769.56
20-Feb-2022,UBER TRIP,5.72,,127763.84
21-Feb-2022,FRESH MARKET,35.71,,127728.13
21-Feb-2022,PARKING GARAGE,35.19,,127692.94
22-Feb-2022,CITY WATER BILL,35.16,,127657.78
22-Feb-2022,FRESH MARKET,72.41,,127585.37
22-Feb-2022,STARBUCKS STORE,47.61,,127537.76
23-Feb-2022,PIZZA HUT,30.27,,127507.49
24-Feb-2022,EZ PASS TOLL,66.19,,127441.30
24-Feb-2022,METRO TRANSIT,33.43,,127407.87
26-Feb-2022,MCDONALD'S,59.52,,127348.35
26-Feb-2022,LOCAL BISTRO,30.34,,127318.01
28-Feb-2022,UBER EATS,67.92,,127250.09
1-Mar-2022,CHEVRON,38.13,,127211.96
1-Mar-2022,PLANET FITNESS,157.06,,127054.90
2-Mar-2022,ACH CREDIT EMPLOYER PAYROLL,,6578.91,133633.81
3-Mar-2022,BILL PAY RENT LANDLORD,1630.82,,132002.99
3-Mar-2022,MCDONALD'S,68.09,,131934.90
5-Mar-2022,KROGER #1190,98.67,,131836.23
6-Mar-2022,TRADER JOE'S,122.53,,131713.70
6-Mar-2022,ATM WITHDRAWAL,213.42,,131500.28
7-Mar-2022,MCDONALD'S,81.77,,131418.51
7-Mar-2022,STARBUCKS STORE,41.96,,131376.55
7-Mar-2022,CHEVRON,4.47,,131372.08
7-Mar-2022,CHEVRON,35.88,,131336.20
8-Mar-2022,TARGET.COM,31.32,,131304.88
10-Mar-2022,TRADER JOE'S,25.44,,131279.44
10-Mar-2022,DOORDASH*RESTAURANT,55.67,,131223.77
10-Mar-2022,CHEVRON,21.67,,131202.10
11-Mar-2022,SHELL OIL,66.14,,131135.96
11-Mar-2022,EZ PASS TOLL,24.60,,131111.36
13-Mar-2022,ELECTRIC COMPANY,105.04,,131006.32
13-Mar-2022,SUSHI HOUSE,8.55,,130997.77
13-Mar-2022,NETFLIX.COM,27.75,,130970.02
14-Mar-2022,KROGER #1190,153.18,,130816.84
14-Mar-2022,MCDONALD'S,79.98,,130736.86
14-Mar-2022,EZ PASS TOLL,8.58,,130728.28
15-Mar-2022,KROGER #1190,63.67,,130664.61
15-Mar-2022,CHEVRON,27.25,,130637.36
15-Mar-2022,APPLE.COM/BILL,149.41,,130487.95
16-Mar-2022,WHOLE FOODS #4821,61.12,,130426.83
18-Mar-2022,VERIZON WIRELESS,140.30,,130286.53
18-Mar-2022,SHELL OIL,43.78,,130242.75
21-Mar-2022,WHOLE FOODS #4821,94.66,,130148.09
21-Mar-2022,WALGREENS,77.49,,130070.60
22-Mar-2022,WALMART SUPERCENTER,85.03,,129985.57
22-Mar-2022,LOCAL BISTRO,61.99,,129923.58
22-Mar-2022,UBER TRIP,22.40,,129901.18
23-Mar-2022,METRO TRANSIT,25.24,,129875.94
24-Mar-2022,SPOTIFY USA,29.05,,129846.89
24-Mar-2022,SPOTIFY USA,60.24,,129786.65
25-Mar-2022,WHOLE FOODS #4821,135.97,,129650.68
25-Mar-2022,STARBUCKS STORE,59.90,,129590.78
25-Mar-2022,CVS/PHARMACY,197.44,,129393.34
25-Mar-2022,NETFLIX.COM,33.30,,129360.04
28-Mar-2022,AMAZON.COM,241.35,,129118.69
30-Mar-2022,IKEA,92.66,,129026.03
31-Mar-2022,SHELL OIL,58.73,,128967.30
1-Apr-2022,ACH CREDIT EMPLOYER PAYROLL,,6789.38,135756.68
1-Apr-2022,APPLE.COM/BILL,203.33,,135553.35
1-Apr-2022,TICKETMASTER,34.66,,135518.69
2-Apr-2022,TARGET.COM,220.32,,135298.37
3-Apr-2022,BILL PAY RENT LANDLORD,1614.18,,133684.19
3-Apr-2022,CHIPOTLE ONLINE,39.93,,133644.26
3-Apr-2022,PARKING GARAGE,13.13,,133631.13
6-Apr-2022,COSTCO WHSE,125.25,,133505.88
6-Apr-2022,EZ PASS TOLL,42.83,,133463.05
6-Apr-2022,UBER TRIP,25.89,,133437.16
7-Apr-2022,GAS UTILITY,157.69,,133279.47
7-Apr-2022,PARKING GARAGE,47.41,,133232.06
9-Apr-2022,AMAZON.COM,29.50,,133202.56
9-Apr-2022,ATM WITHDRAWAL,228.14,,132974.42
10-Apr-2022,COSTCO WHSE,66.98,,132907.44
11-Apr-2022,WHOLE FOODS #4821,27.83,,132879.61
11-Apr-2022,CITY MEDICAL CLINIC,45.42,,132834.19
11-Apr-2022,IRS USATAXPYMT,1307.01,,131527.18
12-Apr-2022,CITY WATER BILL,123.79,,131403.39
12-Apr-2022,CHEVRON,20.09,,131383.30
12-Apr-2022,AMAZON MKTP,90.53,,131292.77
14-Apr-2022,GAS UTILITY,38.35,,131254.42
15-Apr-2022,PIZZA HUT,39.81,,131214.61
15-Apr-2022,UBER EATS,42.88,,131171.73
16-Apr-2022,CVS/PHARMACY,26.55,,131145.18
17-Apr-2022,PAYPAL TRANSFER,,802.29,131947.47
17-Apr-2022,COMCAST CABLE,192.43,,131755.04
17-Apr-2022,COSTCO WHSE,70.15,,131684.89
17-Apr-2022,LYFT RIDE,45.02,,131639.87
18-Apr-2022,COSTCO WHSE,141.42,,131498.45
18-Apr-2022,SUSHI HOUSE,32.04,,131466.41
18-Apr-2022,AMC THEATRES,54.72,,131411.69
19-Apr-2022,PARKING GARAGE,61.77,,131349.92
20-Apr-2022,SHELL OIL,31.16,,131318.76
21-Apr-2022,WHOLE FOODS #4821,146.39,,131172.37
21-Apr-2022,TRADER JOE'S,56.64,,131115.73
21-Apr-2022,LOCAL BISTRO,31.01,,131084.72
22-Apr-2022,IKEA,156.89,,130927.83
24-Apr-2022,CHEVRON,67.75,,130860.08
27-Apr-2022,EZ PASS TOLL,71.61,,130788.47
29-Apr-2022,ALDI 729,42.15,,130746.32
29-Apr-2022,DOORDASH*RESTAURANT,66.74,,130679.58
29-Apr-2022,SHELL OIL,26.29,,130653.29
29-Apr-2022,TARGET.COM,67.76,,130585.53
30-Apr-2022,FRESH MARKET,27.63,,130557.90
30-Apr-2022,AMC THEATRES,41.42,,130516.48
1-May-2022,SUSHI HOUSE,11.19,,130505.29
1-May-2022,UBER EATS,24.52,,130480.77
1-May-2022,SPOTIFY USA,12.83,,130467.94
2-May-2022,EZ PASS TOLL,66.92,,130401.02
3-May-2022,ACH CREDIT EMPLOYER PAYROLL,,6621.60,137022.62
3-May-2022,BILL PAY RENT LANDLORD,1602.60,,135420.02
3-May-2022,METRO TRANSIT,55.91,,135364.11
3-May-2022,EZ PASS TOLL,55.83,,135308.28
6-May-2022,FRESH MARKET,132.44,,135175.84
7-May-2022,WHOLE FOODS #4821,36.06,,135139.78
7-May-2022,NIKE STORE,278.62,,134861.16
8-May-2022,PIZZA HUT,58.24,,134802.92
8-May-2022,UBER TRIP,6.43,,134796.49
9-May-2022,ELECTRIC COMPANY,110.86,,134685.63
9-May-2022,SUSHI HOUSE,70.56,,134615.07
9-May-2022,LYFT RIDE,30.93,,134584.14
9-May-2022,STEAM GAMES,18.60,,134565.54
11-May-2022,WHOLE FOODS #4821,46.68,,134518.86
11-May-2022,CHIPOTLE ONLINE,74.44,,134444.42
11-May-2022,IKEA,66.74,,134377.68
13-May-2022,WHOLE FOODS #4821,155.08,,134222.60
13-May-2022,ALDI 729,81.18,,134141.42
13-May-2022,PLANET FITNESS,118.96,,134022.46
14-May-2022,COMCAST CABLE,51.45,,133971.01
14-May-2022,SHELL OIL,63.07,,133907.94
15-May-2022,ELECTRIC COMPANY,102.21,,133805.73
15-May-2022,CHEVRON,5.43,,133800.30
17-May-2022,PIZZA HUT,53.98,,133746.32
19-May-2022,WHOLE FOODS #4821,36.75,,133709.57
22-May-2022,HOME DEPOT,131.71,,133577.86
23-May-2022,AMC THEATRES,36.67,,133541.19
25-May-2022,GAS UTILITY,164.12,,133377.07
28-May-2022,LYFT RIDE,60.93,,133316.14
30-May-2022,TRADER JOE'S,147.78,,133168.36
30-May-2022,SUSHI HOUSE,76.85,,133091.51
30-May-2022,UBER TRIP,37.31,,133054.20
30-May-2022,AMC THEATRES,57.25,,132996.95
31-May-2022,PLANET FITNESS,145.66,,132851.29
1-Jun-2022,ACH CREDIT EMPLOYER PAYROLL,,6633.65,139484.94
1-Jun-2022,ALDI 729,159.58,,139325.36
2-Jun-2022,FRESH MARKET,72.21,,139253.15
2-Jun-2022,LOCAL BISTRO,47.90,,139205.25
2-Jun-2022,DOORDASH*RESTAURANT,45.42,,139159.83
3-Jun-2022,BILL PAY RENT LANDLORD,1619.17,,137540.66
3-Jun-2022,UBER EATS,78.98,,137461.68
3-Jun-2022,PARKING GARAGE,24.75,,137436.93
4-Jun-2022,NETFLIX.COM,50.92,,137386.01
5-Jun-2022,WALMART SUPERCENTER,44.63,,137341.38
5-Jun-2022,LOCAL BISTRO,35.96,,137305.42
5-Jun-2022,EZ PASS TOLL,28.26,,137277.16
6-Jun-2022,FRESH MARKET,72.47,,137204.69
8-Jun-2022,UBER EATS,9.33,,137195.36
10-Jun-2022,LYFT RIDE,68.36,,137127.00
12-Jun-2022,BEST BUY,37.49,,137089.51
12-Jun-2022,BEST BUY,93.83,,136995.68
13-Jun-2022,WALMART SUPERCENTER,31.95,,136963.73
13-Jun-2022,WALMART SUPERCENTER,81.01,,136882.72
13-Jun-2022,LYFT RIDE,5.24,,136877.48
13-Jun-2022,SPOTIFY USA,25.05,,136852.43
14-Jun-2022,AMAZON.COM,133.41,,136719.02
14-Jun-2022,STEAM GAMES,36.11,,136682.91
15-Jun-2022,PARKING GARAGE,41.28,,136641.63
17-Jun-2022,VERIZON WIRELESS,37.76,,136603.87
17-Jun-2022,COMCAST CABLE,193.02,,136410.85
18-Jun-2022,MCDONALD'S,75.46,,136335.39
19-Jun-2022,PLANET FITNESS,21.88,,136313.51
20-Jun-2022,CHIPOTLE ONLINE,16.07,,136297.44
20-Jun-2022,NIKE STORE,257.80,,136039.64
21-Jun-2022,EZ PASS TOLL,27.36,,136012.28
21-Jun-2022,PARKING GARAGE,42.41,,135969.87
21-Jun-2022,TARGET.COM,38.99,,135930.88
21-Jun-2022,SPOTIFY USA,60.49,,135870.39
22-Jun-2022,ELECTRIC COMPANY,50.36,,135820.03
22-Jun-2022,UBER TRIP,44.61,,135775.42
23-Jun-2022,AMAZON.COM,161.04,,135614.38
23-Jun-2022,IKEA,147.36,,135467.02
23-Jun-2022,CITY MEDICAL CLINIC,87.79,,135379.23
24-Jun-2022,ACH CREDIT FREELANCE,,357.86,135737.09
24-Jun-2022,FRESH MARKET,105.77,,135631.32
24-Jun-2022,SPOTIFY USA,53.96,,135577.36
25-Jun-2022,ALDI 729,46.30,,135531.06
25-Jun-2022,PARKING GARAGE,23.90,,135507.16
26-Jun-2022,UBER EATS,9.20,,135497.96
26-Jun-2022,EZ PASS TOLL,68.06,,135429.90
26-Jun-2022,LYFT RIDE,6.40,,135423.50
28-Jun-2022,CITY MEDICAL CLINIC,166.79,,135256.71
29-Jun-2022,METRO TRANSIT,50.81,,135205.90
30-Jun-2022,METRO TRANSIT,39.69,,135166.21
1-Jul-2022,FRESH MARKET,76.16,,135090.05
1-Jul-2022,DOORDASH*RESTAURANT,21.26,,135068.79
1-Jul-2022,TICKETMASTER,64.40,,135004.39
1-Jul-2022,DISNEYPLUS,59.12,,134945.27
2-Jul-2022,ACH CREDIT EMPLOYER PAYROLL,,6698.73,141644.00
2-Jul-2022,LOCAL BISTRO,32.84,,141611.16
3-Jul-2022,BILL PAY RENT LANDLORD,1636.71,,139974.45
4-Jul-2022,METRO TRANSIT,53.21,,139921.24
4-Jul-2022,HOME DEPOT,140.98,,139780.26
6-Jul-2022,BEST BUY,110.63,,139669.63
7-Jul-2022,DOORDASH*RESTAURANT,66.01,,139603.62
7-Jul-2022,AMAZON MKTP,221.73,,139381.89
9-Jul-2022,CITY WATER BILL,126.48,,139255.41
9-Jul-2022,COSTCO WHSE,68.77,,139186.64
10-Jul-2022,APPLE.COM/BILL,129.78,,139056.86
11-Jul-2022,WALMART SUPERCENTER,134.77,,138922.09
11-Jul-2022,LYFT RIDE,69.19,,138852.90
12-Jul-2022,KROGER #1190,142.97,,138709.93
13-Jul-2022,ELECTRIC COMPANY,168.81,,138541.12
14-Jul-2022,CITY WATER BILL,130.79,,138410.33
15-Jul-2022,LOCAL BISTRO,77.93,,138332.40
15-Jul-2022,AMC THEATRES,32.98,,138299.42
15-Jul-2022,HOTEL BOOKING,880.17,,137419.25
16-Jul-2022,COSTCO WHSE,118.02,,137301.23
17-Jul-2022,SHELL OIL,42.83,,137258.40
17-Jul-2022,TARGET.COM,164.38,,137094.02
17-Jul-2022,CITY MEDICAL CLINIC,36.60,,137057.42
17-Jul-2022,SPOTIFY USA,55.27,,137002.15
18-Jul-2022,METRO TRANSIT,34.63,,136967.52
19-Jul-2022,SHELL OIL,4.09,,136963.43
20-Jul-2022,KROGER #1190,150.98,,136812.45
20-Jul-2022,LYFT RIDE,44.62,,136767.83
21-Jul-2022,CHIPOTLE ONLINE,13.51,,136754.32
21-Jul-2022,PARKING GARAGE,38.78,,136715.54
21-Jul-2022,PARKING GARAGE,43.58,,136671.96
22-Jul-2022,ACH CREDIT FREELANCE,,811.42,137483.38
22-Jul-2022,CHEVRON,60.38,,137423.00
23-Jul-2022,DOORDASH*RESTAURANT,30.00,,137393.00
24-Jul-2022,SUSHI HOUSE,67.73,,137325.27
26-Jul-2022,PARKING GARAGE,55.29,,137269.98
27-Jul-2022,TICKETMASTER,45.74,,137224.24
28-Jul-2022,DENTAL CARE,57.27,,137166.97
29-Jul-2022,UBER EATS,36.24,,137130.73
30-Jul-2022,SHELL OIL,15.18,,137115.55
31-Jul-2022,ALDI 729,148.29,,136967.26
1-Aug-2022,ACH CREDIT EMPLOYER PAYROLL,,6540.09,143507.35
1-Aug-2022,METRO TRANSIT,35.02,,143472.33
2-Aug-2022,UBER EATS,67.72,,143404.61
2-Aug-2022,CHEVRON,71.74,,143332.87
3-Aug-2022,BILL PAY RENT LANDLORD,1600.34,,141732.53
3-Aug-2022,STARBUCKS STORE,15.68,,141716.85
3-Aug-2022,CHIPOTLE ONLINE,38.70,,141678.15
4-Aug-2022,DISNEYPLUS,64.87,,141613.28
5-Aug-2022,ALDI 729,151.83,,141461.45
5-Aug-2022,ALDI 729,78.83,,141382.62
7-Aug-2022,KROGER #1190,29.55,,141353.07
8-Aug-2022,CITY WATER BILL,100.71,,141252.36
8-Aug-2022,PIZZA HUT,40.32,,141212.04
11-Aug-2022,GAS UTILITY,83.42,,141128.62
11-Aug-2022,LYFT RIDE,20.59,,141108.03
11-Aug-2022,UBER TRIP,4.92,,141103.11
11-Aug-2022,AMAZON.COM,150.13,,140952.98
11-Aug-2022,ZELLE TO FRIEND,220.71,,140732.27
12-Aug-2022,WHOLE FOODS #4821,157.13,,140575.14
12-Aug-2022,LYFT RIDE,12.20,,140562.94
14-Aug-2022,COMCAST CABLE,169.93,,140393.01
16-Aug-2022,CHEVRON,4.80,,140388.21
17-Aug-2022,ALDI 729,105.84,,140282.37
17-Aug-2022,SHELL OIL,38.30,,140244.07
17-Aug-2022,EZ PASS TOLL,29.72,,140214.35
18-Aug-2022,WALMART SUPERCENTER,90.48,,140123.87
19-Aug-2022,UBER EATS,52.90,,140070.97
19-Aug-2022,APPLE.COM/BILL,232.69,,139838.28
20-Aug-2022,DOORDASH*RESTAURANT,63.90,,139774.38
20-Aug-2022,AIRBNB *STAY,679.18,,139095.20
21-Aug-2022,HOME DEPOT,17.69,,139077.51
21-Aug-2022,PLANET FITNESS,182.89,,138894.62
22-Aug-2022,TICKETMASTER,28.42,,138866.20
23-Aug-2022,EZ PASS TOLL,52.53,,138813.67
24-Aug-2022,PAYPAL TRANSFER,,426.78,139240.45
24-Aug-2022,GAS UTILITY,108.76,,139131.69
27-Aug-2022,AMAZON MKTP,178.61,,138953.08
27-Aug-2022,DISNEYPLUS,27.68,,138925.40
29-Aug-2022,KROGER #1190,119.84,,138805.56
31-Aug-2022,TRADER JOE'S,126.00,,138679.56
31-Aug-2022,LYFT RIDE,40.66,,138638.90
31-Aug-2022,APPLE.COM/BILL,93.88,,138545.02
31-Aug-2022,PLANET FITNESS,73.68,,138471.34
1-Sep-2022,ACH CREDIT EMPLOYER PAYROLL,,6591.58,145062.92
1-Sep-2022,WHOLE FOODS #4821,128.73,,144934.19
1-Sep-2022,KROGER #1190,118.67,,144815.52
1-Sep-2022,IKEA,221.77,,144593.75
1-Sep-2022,TARGET.COM,121.76,,144471.99
2-Sep-2022,SPOTIFY USA,50.49,,144421.50
3-Sep-2022,BILL PAY RENT LANDLORD,1609.48,,142812.02
4-Sep-2022,ALDI 729,91.41,,142720.61
5-Sep-2022,WALMART SUPERCENTER,135.59,,142585.02
6-Sep-2022,COSTCO WHSE,57.56,,142527.46
7-Sep-2022,ALDI 729,52.92,,142474.54
8-Sep-2022,CHIPOTLE ONLINE,17.93,,142456.61
9-Sep-2022,EZ PASS TOLL,8.29,,142448.32
10-Sep-2022,UBER TRIP,59.30,,142389.02
12-Sep-2022,AMC THEATRES,19.47,,142369.55
13-Sep-2022,LYFT RIDE,34.13,,142335.42
14-Sep-2022,PIZZA HUT,68.45,,142266.97
15-Sep-2022,GAS UTILITY,49.68,,142217.29
15-Sep-2022,METRO TRANSIT,12.21,,142205.08
16-Sep-2022,METRO TRANSIT,30.90,,142174.18
17-Sep-2022,HOME DEPOT,170.65,,142003.53
19-Sep-2022,TRADER JOE'S,80.81,,141922.72
19-Sep-2022,TRADER JOE'S,47.31,,141875.41
19-Sep-2022,NIKE STORE,141.49,,141733.92
20-Sep-2022,COSTCO WHSE,109.83,,141624.09
20-Sep-2022,STARBUCKS STORE,65.70,,141558.39
20-Sep-2022,EZ PASS TOLL,39.51,,141518.88
21-Sep-2022,CHEVRON,38.77,,141480.11
21-Sep-2022,SHELL OIL,58.85,,141421.26
21-Sep-2022,DENTAL CARE,115.27,,141305.99
22-Sep-2022,VENMO PAYMENT,179.97,,141126.02
23-Sep-2022,LOCAL BISTRO,81.25,,141044.77
24-Sep-2022,COMCAST CABLE,112.04,,140932.73
25-Sep-2022,CHEVRON,15.98,,140916.75
26-Sep-2022,WALMART SUPERCENTER,44.18,,140872.57
28-Sep-2022,SUSHI HOUSE,50.05,,140822.52
28-Sep-2022,DISNEYPLUS,51.82,,140770.70
29-Sep-2022,UBER EATS,38.10,,140732.60
30-Sep-2022,SUSHI HOUSE,6.38,,140726.22
1-Oct-2022,ACH CREDIT EMPLOYER PAYROLL,,6699.96,147426.18
1-Oct-2022,CHIPOTLE ONLINE,28.42,,147397.76
2-Oct-2022,DOORDASH*RESTAURANT,8.10,,147389.66
2-Oct-2022,CHEVRON,69.92,,147319.74
3-Oct-2022,BILL PAY RENT LANDLORD,1600.74,,145719.00
3-Oct-2022,SHELL OIL,66.14,,145652.86
6-Oct-2022,WALMART SUPERCENTER,146.81,,145506.05
